ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0121-182X2018000200057-col","CORRUPCIÓN Y CAPTURA DEL ESTADO: LA RESPONSABILIDAD PENAL DE LOS SERVIDORES PÚBLICOS QUE TOMAN PARTE EN EL CRIMEN ORGANIZADO","Rincón Angarita, Dubán","Prolegómenos; 21(42); 57-71","Prolegómenos","Español","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-182X2018000200057&lang=es" 
"S1692-25302018000200211-col","El endeudamiento público excesivo como factor de ineficacia del derecho humano a un buen gobierno","González-Galindo, Gustavo","Opinión Jurídica; 17(34); 211-233","Opinión Jurídica","Español","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-25302018000200211&lang=es" 
"S2301-06652018000200344-ury","El giro conservador en torno a las sanciones administrativas por obra del Tribunal Constitucional en Chile: transformando a la Administración en juez para desproteger el interés público","Soto Delgado, Pablo","Revista de la Facultad de Derecho; (45); 344-400","Revista de la Facultad de Derecho","Español","2018","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2301-06652018000200344&lang=es" 
"S1665-899X2018000200051-mex","Questions to the structure and culture of the new paradigm of management of new public management","Vargas Hernández, José Guadalupe","Revista de El Colegio de San Luis; 8(16); 51-74","Revista de El Colegio de San Luis","Inglés","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-899X2018000200051&lang=es" 
"S0120-46452018000200045-col","Environmental entrepreneurship and public policy: the case of the Programa Emprender para la Vida (Entrepreneurship for Life Program)","Arroyave Puerta, Adriana María, Marulanda Valencia, Flor Ángela","Cuadernos de Administración (Universidad del Valle); 34(61); 45-59","Cuadernos de Administración (Universidad del Valle)","Inglés","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452018000200045&lang=es" 
"S1665-952X2018000200015-mex","Consideraciones sobre La revolución de los ricos","Tello Macías, Carlos, Ibarra Consejo, Jorge","Economía UNAM; 15(44); 15-29","Economía UNAM","Español","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2018000200015&lang=es" 
"S2304-78872018001200149-pry","EL CONCEPTO DE ADMINISTRACIÓN PÚBLICA EN LA UNIÓN EUROPEA Y EN EL SISTEMA DE INTEGRACIÓN CENTROAMERICANA","Navarro, Karlos","Revista de la Secretaría del Tribunal Permanente de Revisión; 6(12); 149-168","Revista de la Secretaría del Tribunal Permanente de Revisión","Español","2018","http://scielo.iics.una.py//scielo.php?script=sci_arttext&pid=S2304-78872018001200149&lang=es" 
"S2304-78872018001200093-pry","TEORÍA DE LAS ORGANIZACIONES PÚBLICAS APLICADA AL MERCOSUR: EL CASO DEL TRIBUNAL PERMANENTE DE REVISIÓN","Deluca, Santiago","Revista de la Secretaría del Tribunal Permanente de Revisión; 6(12); 93-107","Revista de la Secretaría del Tribunal Permanente de Revisión","Español","2018","http://scielo.iics.una.py//scielo.php?script=sci_arttext&pid=S2304-78872018001200093&lang=es" 
"S1853-36552018000200003-arg","Inundaciones recurrentes, territorialidades emergentes y desalojos latentes. Conflictos del habitar en el barrio La Vuelta del Paraguayo de la ciudad de Santa Fe a principios del siglo XXI","Crovella, Fernán, Acebal, Anahí","Cuaderno urbano; 25(25); 51-72","Cuaderno urbano","Español","2018","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-36552018000200003&lang=es" 
"S0121-50512018000200051-col","A adequabilidade do controle interno no Comando da Aeronáutica: uma percepção endógena","Menezes Montenegro, Tânia, Alves Morais de Oliveira, Lídia Cristina, de Souza Lopes, Marcello","Innovar; 28(68); 51-66","Innovar","Portugués","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512018000200051&lang=es" 
"S2007-91762018000100163-mex","Corrupción ¿calle de una sola vía? La internalización del soborno en empresas en México","Arellano Gault, David","Iztapalapa. Revista de ciencias sociales y humanidades; 39(84); 163-190","Iztapalapa. Revista de ciencias sociales y humanidades","Español","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-91762018000100163&lang=es" 
"S0123-14722018000100060-col","Un panorama del efecto Foucault en contabilidad y gestión pública temáticas, autores y retos de investigación desde la gubernamentalidad","Ocampo-Salazar, Carmen Alejandra","Cuadernos de Contabilidad; 19(47); 60-79","Cuadernos de Contabilidad","Español","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-14722018000100060&lang=es" 
"S1657-70272018000100178-col","Dinámica de una red integral de prestadores de servicios de salud (RIPSS)","Tabarquino Muñoz, Raúl Andrés, Pulgarin Henao, Dora Marcela, Giraldo Varón, Albert Ferney","Revista Gerencia y Políticas de Salud; 17(34); 178-189","Revista Gerencia y Políticas de Salud","Español","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-70272018000100178&lang=es" 
"S1657-70272018000100145-col","Segmentación y comportamiento de lealtad de los pacientes: un análisis clúster en los departamentos de salud de la Comunidad Valenciana","Calero Gimeno, Remedios, Gallarza Granizo, Martina G., Gadea Peña, Sergio","Revista Gerencia y Políticas de Salud; 17(34); 145-159","Revista Gerencia y Políticas de Salud","Español","2018","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-70272018000100145&lang=es" 
"S1668-87082018000100002-arg","Análsis del Marco Normativo del Gobierno Corporativo para la Argentina","Briozzo, Anahí, Albanese, Diana, Santolíquido, Diego, Argañaraz, Agustín, Barco, Eliana","Visión de futuro; 22(1); -","Visión de futuro","Español","2018","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-87082018000100002&lang=es" 
"S0718-83582018000100089-chl","Tres tipos de comercio. Tres maneras de influenciar la esfera pública de los barrios","Schlack Fuhrmann, Elke Elisabeth, Hidalgo Cepeda, Nancy Rocío, Villarroel, Karin, Arce, María Jesús, Fariña, Carolina","Revista INVI; 33(92); 89-122","Revista INVI","Español","2018","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582018000100089&lang=es" 
"S2631-27862018000100009-ecu","Análisis de las etapas del ciclo presupuestario en la Administración Pública del Ecuador con el enfoque de resultados","Calán Peñafiel, Tatiana Elizabeth, Moreira García, Gaudelia Adriana","Revista Científica UISRAEL; 5(1); 9-22","Revista Científica UISRAEL","Español","2018","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2631-27862018000100009&lang=es" 
"S1405-14352018000100037-mex","Tratamiento económico y modelización del cuidado","Díaz-Fernández, Montserrat, Llorente-Marrón, Mar, Dema-Moreno, Sandra","Convergencia; 25(76); 37-56","Convergencia","Español","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352018000100037&lang=es" 
"S0719-26812018000100079-chl","EL PAPEL DE LA PARADIPLOMACIA ENTRE EL NORTE DE CHILE Y EL SUR DEL PERÚ: ANTECEDENTES HISTÓRICOS, LIMITACIONES INSTITUCIONALES Y NUEVOS DESAFÍOS “POSFALLO DE LA HAYA”","Ovando Santana, Cristian, González Miranda, Sergio","Diálogo andino; (55); 79-91","Diálogo andino","Español","2018","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-26812018000100079&lang=es" 
"S1665-05652018000100073-mex","De Pronasol a la Cruzada. ¿Qué hay de nuevo sobre coordinación?","Martínez-FIores, Verónica, Rincón, Guillermina Benavides","Espiral (Guadalajara); 25(71); 73-111","Espiral (Guadalajara)","Español","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-05652018000100073&lang=es" 
"S2409-87522018000100014-pry","Proceso de Implementación de infraestructura de transmisión eléctrica en Paraguay","Barboza, O, Echauri, V","Revista Científica de la UCSA; 5(1); 14-24","Revista Científica de la UCSA","Español","2018","http://scielo.iics.una.py//scielo.php?script=sci_arttext&pid=S2409-87522018000100014&lang=es" 
"S1390-86182018000300047-ecu","La Responsabilidad Social o sostenibilidad: un enfoque desde el entorno y la comunicación","Burgos Romero, Cecilia","RETOS. Revista de Ciencias de la Administración y Economía; 8(16); 47-59","RETOS. Revista de Ciencias de la Administración y Economía","Español","2018","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-86182018000300047&lang=es" 
"S2314-37382018000200027-arg","CALIDAD DE SERVICIO EN UNA INSTITUCIÓN DE EDUCACIÓN SUPERIOR EN LA CIUDAD DE BARRANQUILLA","Cervantes Atia, Viviana, Stefanell Santiago, Ítala Corina, Peralta Miranda, Pabla, Salgado Herrera, Raquel Patricia","Ciencias administrativas; (11); 27-40","Ciencias administrativas","Español","2018","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S2314-37382018000200027&lang=es" 
"S1870-69162018000200074-mex","Configuración del gabinete de la administración pública centralizada de Puebla: una nueva visión","Reyes Negrete, Jorge, Tamayo Linares, Citlalli","Tla-melaua; 12(45); 74-103","Tla-melaua","Español","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-69162018000200074&lang=es" 
"S2007-36072018000300039-mex","Gobierno electrónico municipal. El caso de los ayuntamientos del estado de Sonora, 2009 y 2011","Martínez Becerra, Juan José","PAAKAT: revista de tecnología y sociedad; 8(15); 39-57","PAAKAT: revista de tecnología y sociedad","Español","2018","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-36072018000300039&lang=es" 
