ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
 "S2477-92452022000200059-ecu","Implementación del Barómetro de Datos Abiertos 2020: desafíos y oportunidades en Chile, Colombia, Ecuador y Perú","Moncayo Vives, Guido, Ortiz Chaves, Laura Tamia, Rodríguez, Isabel Fiafilio","Estado &amp; comunes, revista de políticas y problemas públicos; 2(15); 59-76","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000200059&lang=es" 
"S2477-92452022000200039-ecu","Revolución informacional, cuestión social y ampliación de la asistencia en Uruguay a principios del siglo XXI","Mariatti Acosta, Alejandro Gabriel","Estado &amp; comunes, revista de políticas y problemas públicos; 2(15); 39-58","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000200039&lang=es" 
"S0187-358X2022000300059-mex","Formación Archivística en Colombia: Una mirada comparativa desde la política pública nacional sobre gestión documental","Vallejo Sierra, Ruth Helena, Pirela Morillo, Johann Enrique","Investigación bibliotecológica; 36(92); 59-83","Investigación bibliotecológica","Español","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2022000300059&lang=es" 
"S0123-59232022000300320-col","The mediating role of structural capital in the relationship between human capital and performance in the public administrations of Mexico and Peru","Pedraza Melo, Norma Angélica, Gala Velásquez, Bernardo De la","Estudios Gerenciales; 38(164); 320-333","Estudios Gerenciales","Inglés","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-59232022000300320&lang=es" 
"S0120-35842022000200011-col","La lucha contra la corrupción en el territorio: control fiscal territorial y percepciones y experiencias ciudadanas en torno a la corrupción en Colombia","Pantoja-Barrios, Sebastián","Desarrollo y Sociedad; (91); 11-76","Desarrollo y Sociedad","Español","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-35842022000200011&lang=es" 
"S2448-63882022000200209-mex","Tres clásicos de la teoría de Administración Pública en México: Tadeo Ortiz, Luis de la Rosa y José María del Castillo","Ordaz Álvarez, Arturo","Trascender, contabilidad y gestión; 7(20); 209-223","Trascender, contabilidad y gestión","Español","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-63882022000200209&lang=es" 
"S2477-92452022000100057-ecu","Política socioasistencial y programas de transferencia de renta: reformas institucionales y tecnológicas en América Latina","Vecinday Garrido, María Laura, Carballo Perdomo, Yoana Paola","Estado &amp; comunes, revista de políticas y problemas públicos; 1(14); 57-74","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000100057&lang=es" 
"S2477-92452022000100193-ecu","Constitucionalismo del desastre en Ecuador: conducta y sentencias estatales frente a la emergencia sanitaria del covid-19","Guerrero Salgado, Efrén Ernesto, Rodríguez Estévez, Felipe","Estado &amp; comunes, revista de políticas y problemas públicos; 1(14); 193-210","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000100193&lang=es" 
"S2477-92452022000100113-ecu","Posmodernidad, gestión pública y tecnologías de la información y comunicación en la Administración pública de Ecuador","Barragán Martínez, Xavier","Estado &amp; comunes, revista de políticas y problemas públicos; 1(14); 113-131","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000100113&lang=es" 
"S2477-92452022000100037-ecu","Principios constitucionales no convencionales de aplicación en el derecho administrativo y énfasis en el derecho electoral ecuatoriano","Andrade Ureña, Ricardo Fabricio","Estado &amp; comunes, revista de políticas y problemas públicos; 1(14); 37-55","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000100037&lang=es" 
"S2477-92452022000100075-ecu","Presupuesto público y derechos sociales: perspectiva general sobre el cumplimiento de los derechos","Andara Suárez, Lenin José, Peña Barrios, Angello Javier","Estado &amp; comunes, revista de políticas y problemas públicos; 1(14); 75-94","Estado &amp; comunes, revista de políticas y problemas públicos","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-92452022000100075&lang=es" 
"S2448-49112022000100097-mex","Representación y reelección legislativa México: la elección federal de 2021","Valencia Escamilla, Laura","Revista mexicana de opinión pública; (32); 97-114","Revista mexicana de opinión pública","Español","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-49112022000100097&lang=es" 
"S1794-38412022000100003-col","Profesionalización y desempeño, un debate a propósito del Alcalde Municipal en Colombia","Martínez Cárdena, Edgar Enrique, Pico García, Harold David","Hallazgos; 19(37); 51-84","Hallazgos","Español","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-38412022000100003&lang=es" 
"S1909-44502022000100179-col","EL CONTROL FISCAL AL PRESUPUESTO PARTICIPATIVO DE MEDELLÍN. UN ABORDAJE DESDE LOS MODELOS DE ADMINISTRACIÓN PÚBLICA","Franco Vargas, María Helena, Ramírez Trujillo, Julián","Revista republicana; (32); 179-196","Revista republicana","Español","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-44502022000100179&lang=es" 
"S0120-38862022000100319-col","Governance strategy for consensus expectations of students at a public university to return to classes interrupted by the pandemic","Rincón, Oscar Coronado, Molina González, María del Rosario, Mojica, Eyder Bolívar, Guillén, Javier Carreón, Lirios, Cruz García, Rosas Ferrusca, Francisco Javier","Revista de la Facultad de Derecho y Ciencias Políticas; 52(136); 319-338","Revista de la Facultad de Derecho y Ciencias Políticas","Inglés","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-38862022000100319&lang=es" 
"S0120-38862022000100124-col","El principio de planeación como causal de nulidad absoluta de los contratos estatales: un análisis jurisprudencial desde el principio de taxatividad","Granada, Mateo Zapata, López Duque, Hugo Alberto","Revista de la Facultad de Derecho y Ciencias Políticas; 52(136); 124-154","Revista de la Facultad de Derecho y Ciencias Políticas","Español","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-38862022000100124&lang=es" 
"S0121-24942022000100029-col","O Movimento de Reorientação Curricular de Freire em São Paulo (1989-1992): contribuições para a reflexão curricular","Valle, Júlio César Augusto","Pedagogía y Saberes; (56); 29-40","Pedagogía y Saberes","Portugués","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-24942022000100029&lang=es" 
"S0122-98932022000100167-col","Indicios sobre el estado situacional de la descentralización en Ecuador","COSTA-CEVALLOS, MARCELO, BLACIO-AGUIRRE, GALO, MALDONADO-ORDÓÑEZ, JORGE","Revista Derecho del Estado; (51); 167-195","Revista Derecho del Estado","Español","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-98932022000100167&lang=es" 
"S2448-84882022000100045-mex","El festival que iba a nacer muerto. Tensiones entre lo político y lo cultural en Morroa, Colombia","Corredor Palacios, Diana Marcela","Cuicuilco. Revista de ciencias antropológicas; 29(83); 45-62","Cuicuilco. Revista de ciencias antropológicas","Español","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-84882022000100045&lang=es" 
"S0121-50512022000100017-col","Transparencia pública: análisis de su evolución y aportes para el desarrollo del gobierno abierto","Osorio-Sanabria, Mariutsi Alexandra, Barreto-Granada, Piedad Lucía","Innovar; 32(83); 17-34","Innovar","Español","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512022000100017&lang=es" 
"S0187-358X2022000100007-mex","Documentos digitales y legislación archivística: el caso de México y Cuba","Delgado López, Yorlis","Investigación bibliotecológica; 36(90); -","Investigación bibliotecológica","Español","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2022000100007&lang=es" 
"S1390-86182022000200230-ecu","Satisfacción laboral y burnout en personal docente","Castañeda-Santillán, Laura Lucía, Sánchez-Macías, Armando","RETOS. Revista de Ciencias de la Administración y Economía; 12(24); 230-246","RETOS. Revista de Ciencias de la Administración y Economía","Español","2022","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-86182022000200230&lang=es" 
"S1853-19702022000100128-arg","Luces y sombras de los concursos para la alta dirección pública en el Sistema Nacional de Empleo Público (SINEP) de la APN de la República Argentina entre los años 2017 y 2019","Luxardo, Diego","Revista SAAP; 16(1); 128-161","Revista SAAP","Español","2022","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-19702022000100128&lang=es" 
"S2011-45322022000100268-col","Interdisciplinary View on State Regulation of Prostitution: Issues of Legal Liability and Liberalization","Chorna, Viktoriia, Myronets, Oksana, Kozhura, LiudmiLa, Lychenko, Lryna, Veselov, MykoLa","Revista eleuthera; 24(1); 268-287","Revista eleuthera","Inglés","2022","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-45322022000100268&lang=es" 
"S2448-51362022000200006-mex","La estabilidad de la competencia para la potestad sancionadora y las autoridades del procedimiento administrativo disciplinario de la Ley del Servicio Civil","Flores Najarro, Juan Pablo","Derecho global. Estudios sobre derecho y justicia; 7(21); 145-165","Derecho global. Estudios sobre derecho y justicia","Español","2022","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-51362022000200006&lang=es" 
"S1851-31232021000500002-arg","El enfoque de gobierno abierto en las políticas públicas: el caso del programa para un gobierno cercano y moderno (2013-2018)","Chípuli Castillo, Arturo Miguel, Castillo Morales, Blanca Estela Librada","Revista Pilquen; 24(5); 19-34","Revista Pilquen","Español","2021","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-31232021000500002&lang=es" 
"S1851-31232021000500007-arg","Transiciones hacia el Estado Posburocrático Autoritario (EGA): Notas sobre las formas organizativas de la acción estatal contemporáneas","Puello-Socarrás, José Francisco","Revista Pilquen; 24(5); 91-108","Revista Pilquen","Español","2021","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-31232021000500007&lang=es" 
"S0123-84182021000300063-col","Cadenas agroindustriales y vocación productiva de ciudades intermedias de Uruguay: una aproximación por empleo","Ackermann-Barbero, María Noel, Cortelezzi-Ferreyra, Ángela","Territorios; (43spe); 63-86","Territorios","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-84182021000300063&lang=es" 
"S0718-80722021000200045-chl","LA INFLUENCIA DEL DERECHO DE DAÑOS EN LA RESPONSABILIDAD DEL ESTADO POR FALTA DE SERVICIO","Poblete-Espíndola, Gustavo","Revista chilena de derecho privado; (37); 45-84","Revista chilena de derecho privado","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-80722021000200045&lang=es" 
"S0124-74412021000200003-col","International Experience of Protecting Persons in the Field of Public Administration: What Relevance of Application under Ukrainian Law?","Oleksandrovych Serohin, Vitalii, Anatoliivna Melikhova, Yuliia, Mykolayovych Voronov, Mark, Volodymyrivna Romanenko, Maryna","Justicia; 26(40); 3-10","Justicia","Inglés","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-74412021000200003&lang=es" 
"S0123-37692021000200011-col","La significación cultural como concepto para la delimitación de centros históricos","Therrien, Mónica, Dávila Gamboa, Juliana, Pulgarín Osorio, Yarleys","Perspectiva Geográfica; 26(2); 11-36","Perspectiva Geográfica","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-37692021000200011&lang=es" 
"S1692-25302021000200143-col","La corrupción a gran escala no tipificada en el ordenamiento colombiano: análisis desde los escenarios jurídicos y categorías de corrupción","Pino Cañaveral, Leónidas, Garcés Medrano, Alex, Duarte Molina, Tirson Mauricio, Mambuscay Burbano, Juan David","Opinión Jurídica; 20(42); 143-166","Opinión Jurídica","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-25302021000200143&lang=es" 
"S1692-25302021000200115-col","La responsabilidad en los contratos del estado: un análisis desde la ética pública","Güechá Torres, Jessica Tatiana, Güechá Medina, Ciro Nolberto","Opinión Jurídica; 20(42); 115-141","Opinión Jurídica","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-25302021000200115&lang=es" 
"S1390-12492021000300081-ecu","Experticia estadística en la administración pública ecuatoriana: mecanismos de emergencia y legitimación","Villacís, Byron","Íconos. Revista de Ciencias Sociales; (71); 81-102","Íconos. Revista de Ciencias Sociales","Español","2021","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-12492021000300081&lang=es" 
"S2448-63882021000300028-mex","La evaluación del desempeño, una nueva herramienta de la cultura de la transparencia aplicada al sector público en México","Rodríguez Montaño, Luis Carlos, Ordaz Álvarez, Arturo","Trascender, contabilidad y gestión; 6(18); 28-40","Trascender, contabilidad y gestión","Español","2021","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-63882021000300028&lang=es" 
"S1665-89062021000100114-mex","Migración venezolana reciente en Argentina: una política migratoria selectiva en el contexto del giro migratorio restrictivo","Linares, María Dolores","Migraciones internacionales; 12(); -","Migraciones internacionales","Inglés, Español","2021","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-89062021000100114&lang=es" 
"S0124-05792021000200187-col","El principio de confianza legítima en los procesos de restitución del espacio público","DUQUE GIRALDO, MATEO, VERGEL DE LA ROSA, MAYRA ALEJANDRA","Estudios Socio-Jurídicos; 23(2); 187-220","Estudios Socio-Jurídicos","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-05792021000200187&lang=es" 
"S2500-86922021000200259-col","LA INCIDENCIA DEL NARCOTRÁFICO EN LAS ALTAS ESFERAS DEL GOBIERNO PERUANO","Bermúdez-Tapia, Manuel, Sierra-Zamora, Paola Alexandra","Novum Jus; 15(2); 259-293","Novum Jus","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2500-86922021000200259&lang=es" 
"S2011-20842021000200082-col","Ethics Position and Leadership Style in a Mayor’s Oﬃce","Garzón-Lasso, Fernando Alexander, López-Gallego, Francisco, Marquina, Percy","International Journal of Psychological Research; 14(2); 82-92","International Journal of Psychological Research","Inglés","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-20842021000200082&lang=es" 
"S2145-132X2021000200109-col","Entre la improvisación y la carrera laboral. Las reformas policiales en el Territorio Nacional de La Pampa (Argentina, 1920-1933)","Fernández-Marrón, Melisa","HiSTOReLo. Revista de Historia Regional y Local; 13(27); 109-144","HiSTOReLo. Revista de Historia Regional y Local","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2145-132X2021000200109&lang=es" 
"S0719-17902021000200069-chl","Relaciones intergubernamentales y controversia constitucional. 25 años de conflicto y resistencia del municipio mexicano","Verdugo López, Mercedes","Revista iberoamericana de estudios municipales; (24); 69-92","Revista iberoamericana de estudios municipales","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-17902021000200069&lang=es" 
"S1390-86342021000100109-ecu","La comunicación política en Internet: el caso de #RedAMLO en México","Olmedo-Neri, Raúl Anthony","Universitas-XXI, Revista de Ciencias Sociales y Humanas; (34); 109-130","Universitas-XXI, Revista de Ciencias Sociales y Humanas","Español","2021","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-86342021000100109&lang=es" 
"S2550-65872021000200001-ecu","Post human (1992-1993): Nuevos imaginarios sociales del cuerpo entre el arte, la ciencia y la tecnología","Martin, Nadia","Revista de Ciencias Humanísticas y Sociales (ReHuSo); 6(2); 1-19","Revista de Ciencias Humanísticas y Sociales (ReHuSo)","Español","2021","http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2550-65872021000200001&lang=es" 
"S2007-53082021000200147-mex","Historic Perspective on the Conversations to Restart the Kashiwazaki-Kariwa Nuclear Power Plant","Ávalos Salgado, Andrea Carolina","México y la cuenca del pacífico; 10(29); 147-171","México y la cuenca del pacífico","Inglés","2021","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-53082021000200147&lang=es" 
"S1668-87082021000200004-arg","La relación entre capital intelectual humano y capacidad de innovación en el sector público","Belmonte da Silva, Rodrigo, Fernandez, Carlos, Jardón, Maria","Visión de futuro; 25(2); -","Visión de futuro","Español","2021","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-87082021000200004&lang=es" 
"S0718-68512021000100008-chl","Laboralización de la función pública. Reflexiones a propósito del debate sobre la aplicación de la acción de tutela de derechos fundamentales a los trabajadores públicos","Varas Marchant, Karla","Revista de derecho (Valparaíso); (56); 185-230","Revista de derecho (Valparaíso)","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-68512021000100008&lang=es" 
"S0251-34202021000200523-per","La responsabilidad social universitaria desde el derecho administrativo","Villegas Vega, Paul, Cairampoma Arroyo, Alberto","Derecho PUCP; (87); 523-550","Derecho PUCP","Español","2021","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S0251-34202021000200523&lang=es" 
"S0121-68052021000100095-col","A adoção de sistemas de Business Intelligence &amp; Analytics na contabilidade de gestão por entidades da Administração Pública: uma revisão da literatura","Madeira Pontes, Matheus Dantas, Duarte Pontes, Thayanne Lima, Dutra de Andrade, Roberta","Revista Facultad de Ciencias Económicas: Investigación y Reflexión; 29(1); 95-114","Revista Facultad de Ciencias Económicas: Investigación y Reflexión","Portugués","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-68052021000100095&lang=es" 
"S1909-44502021000100103-col","EL RÉGIMEN DE LOS CONVENIOS PARA EL FOMENTO DE ACTIVIDADES DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","Gómez Velásquez, Alejandro, Díaz Díez, Cristian Andrés","Revista republicana; (30); 103-123","Revista republicana","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-44502021000100103&lang=es" 
"S0121-50512021000200141-col","Pensando la Contaduría Pública en su ejercicio profesional: contextos y presupuestos","Rojas, William Rojas, Grijalba, Andrés Mauricio Sánchez","Innovar; 31(80); 141-152","Innovar","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512021000200141&lang=es" 
"S0121-86972021000100103-col","Responsabilidad Patrimonial del Estado: contrapeso al poder exorbitante de la Administración pública mexicana","Cambero Quezada, Guillermo","Revista de Derecho; (55); 103-122","Revista de Derecho","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-86972021000100103&lang=es" 
"S2413-28102021000100002-bol","Implicaciones y alcances de la firma de la convención interamericana para prevenir, sancionar y erradicar la violencia contra la mujer &quot;convención de belem do para&quot; (1994) - caso México","Valdez Solis, Maribel","Revista Jurídica Derecho; 10(14); 20-41","Revista Jurídica Derecho","Español","2021","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2413-28102021000100002&lang=es" 
"S2314-37382021000100064-arg","¿Tele Trabajo, Tele Emergencia, Tele Improvisación? Análisis Cualitativo A Partir De Experiencias De Informantes Clave En La Administración Pública Argentina","Estévez, Alejandro, Solando, Mauro","Ciencias administrativas; (17); 64-78","Ciencias administrativas","Español","2021","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S2314-37382021000100064&lang=es" 
"S0719-07002021000100072-chl","APLICACIÓN DE LA “FOOTPRINT FAMILY” PARA LA EVALUACION AMBIENTAL DE EDIFICIOS PUBLICOS EN ESPAÑA. ESTUDIO DE CASO: CENTRO EDUCATIVO","Rivero Camacho, Cristina, Ferreira Sánchez, Antonio","Revista hábitat sustentable; 11(1); 72-85","Revista hábitat sustentable","Inglés, Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-07002021000100072&lang=es" 
"S0718-591X2021000100191-chl","RESPONSABILIDAD DEL ESTADO POR HECHOS DE SUS CONTRATANTES EN EL DERECHO CHILENO","VALDIVIA OLIVARES, JOSÉ MIGUEL","Revista de derecho (Concepción); 89(249); 191-226","Revista de derecho (Concepción)","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-591X2021000100191&lang=es" 
"S0187-358X2021000200203-mex","Análisis del marco regulatorio cubano sobre requisitos de gestión documental","Castillo Guevara, Jorge del","Investigación bibliotecológica; 35(87); 203-226","Investigación bibliotecológica","Español","2021","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2021000200203&lang=es" 
"S1405-74252021000200033-mex","Los riesgos de la vulnerabilidad sociodemográfica por el Covid-19 en México 2020","González-Becerril, Juan Gabino, Montoya-Arce, Bernardino Jaciel","Papeles de población; 27(108); 33-73","Papeles de población","Español","2021","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252021000200033&lang=es" 
"S2462-91032021000100149-col","La proyección internacional de Bogotá, D. C.: 1950-2019","Naranjo Morales, Andrea del Pilar","Revista Ciudades, Estados y Política; 8(1); 149-166","Revista Ciudades, Estados y Política","Español","2021","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2462-91032021000100149&lang=es" 
"S0718-51622021000200401-chl","Patrimonio Audiovisual: Una experiencia formativa para proyectos locales en Chile","Rivera Careaga, Manuel Alejandro","Revista de estudios y experiencias en educación; 20(43); 401-413","Revista de estudios y experiencias en educación","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-51622021000200401&lang=es" 
"S0718-51622021000200167-chl","Análisis del currículo de los cursos de Fundamentos de economía, microeconomía y Fundamentos de economía y microeconomía en relación con la Teoría del productor","Andrade Restrepo, Lina María","Revista de estudios y experiencias en educación; 20(43); 167-180","Revista de estudios y experiencias en educación","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-51622021000200167&lang=es" 
"S0718-090X2021005000116-chl","Compounding Crises: Bolivia in 2020","Velasco Guachalla, V. Ximena, Hummel, Calla, Nelson-Nuñez, Jami, Boulding, Carew","Revista de ciencia política (Santiago); (ahead); -","Revista de ciencia política (Santiago)","Inglés","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-090X2021005000116&lang=es" 
"S0718-73782021000200207-chl","Colaboración entre Docentes y Directivos: Estudio de Caso del Desarrollo Profesional e Inclusión en Pandemia","Queupil Quilamán, Juan Pablo, Cuenca Vivanco, Catalina, Maldonado Díaz, César","Revista latinoamericana de educación inclusiva; 15(2); 207-223","Revista latinoamericana de educación inclusiva","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-73782021000200207&lang=es" 
"S0719-17902021000100105-chl","La construcción del Museo Comunitario Lachibaa, en Magdalena Apasco, Etla Oaxaca. ¿Un acercamiento al Gobierno Abierto en los sistemas normativos indígenas?","Cruz-Meléndez, Christian, Aguillón Chávez, Jesús","Revista iberoamericana de estudios municipales; (23); 105-127","Revista iberoamericana de estudios municipales","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-17902021000100105&lang=es" 
"S0718-09502021000100233-chl","El control fiscal y su incorporación al sistema de pesos y contrapesos en Colombia","Arboleda Ramírez, Paulo Bernardo, Jiménez Ramírez, Milton César, López Osorio, Carolina del Pilar","Revista de derecho (Valdivia); 34(1); 233-253","Revista de derecho (Valdivia)","Español","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502021000100233&lang=es" 
"S0718-090X2021000200211-chl","Compounding Crises: Bolivia in 2020","Velasco Guachalla, V. Ximena, Hummel, Calla, Nelson-Nuñez, Jami, Boulding, Carew","Revista de ciencia política (Santiago); 41(2); 211-237","Revista de ciencia política (Santiago)","Inglés","2021","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-090X2021000200211&lang=es" 
"S1405-14352021000100010-mex","Retóricas sobre diversidad en la universidad pública española según sus líderes","Jiménez-Millán, Azahara, García-Cano Torrico, María","Convergencia; 28(); -","Convergencia","Español","2021","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352021000100010&lang=es" 
"S1851-31232020000500005-arg","La Segunda encuesta sobre normas y autores en Administración Pública: Resultados y análisis","Cao, Horacio, Vaca, Ángel","Revista Pilquen; 23(5); 59-71","Revista Pilquen","Español","2020","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-31232020000500005&lang=es" 
"S1851-31232020000500002-arg","La enseñanza de la administración pública en la Argentina: Una mirada a los ciclos de licenciatura","Cardozo, Nelson Dionel, Bulcourf, Pablo Alberto","Revista Pilquen; 23(5); 3-25","Revista Pilquen","Español","2020","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-31232020000500002&lang=es" 
"S0718-235X2020000200164-chl","Percepciones sobre patrimonio inmaterial y turismo: Actores y experiencias en zonas precordilleranas, Panguipulli, Región de Los Ríos-Chile","Andrade-Medina, Luis, Pilquimán-Vera, Marisela","Revista interamericana de ambiente y turismo; 16(2); 164-174","Revista interamericana de ambiente y turismo","Español","2020","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-235X2020000200164&lang=es" 
"S0717-50512020000200168-chl","Una transformación urbana en la costa del Desierto de Atacama desde 1929: derivaciones de las visitas del presidente Carlos Ibáñez y los urbanistas Karl Brunner y Luis Muñoz Maluschka a Tocopilla, Chile","Galaz-Mandakovic Fernández, Damir","Revista de urbanismo; (43); 168-186","Revista de urbanismo","Español","2020","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-50512020000200168&lang=es" 
"S2462-91032020000300063-col","Planificación urbana en Colombia en el siglo XXI: un abordaje sobre el marco legal de desarrollo territorial y su inherencia en la política de vivienda y construcción de ciudad","Prado Ortiz, Jefferson Manuel","Revista Ciudades, Estados y Política; 7(3); 63-75","Revista Ciudades, Estados y Política","Español","2020","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2462-91032020000300063&lang=es" 
"S0120-38862020000200340-col","Influencia de los instrumentos jurídicos de la Agencia Nacional de Contratación Pública -Colombia Compra Eficiente","Berrío de la Puente, Luis Alfredo, Gutiérrez-Ibáñez, Fernando","Revista de la Facultad de Derecho y Ciencias Políticas; 50(133); 340-355","Revista de la Facultad de Derecho y Ciencias Políticas","Español","2020","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-38862020000200340&lang=es" 
"S0123-84182020000400063-col","Cadenas agroindustriales y vocación productiva de ciudades intermedias de Uruguay: una aproximación por empleo","Ackermann-Barbero, María Noel, Cortelezzi-Ferreyra, Ángela","Territorios; (43spe); 63-86","Territorios","Español","2020","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-84182020000400063&lang=es" 
"S0124-05792020000200179-col","Capacidades estatales: un análisis para la construcción de Estado y paz en Florida y Pradera (Valle)","Acosta Zapata, Sebastián, Arias Calderón, Jorge Enrique","Estudios Socio-Jurídicos; 22(2); 179-208","Estudios Socio-Jurídicos","Español","2020","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-05792020000200179&lang=es" 
"S0719-25842020000200073-chl","Implementación de las tecnologías de la información y la comunicación en los consultorios jurídicos en Colombia: Una aproximación al estado de la cuestión","Guevara Flórez, Juliana Juliana, Uc Ríos, Carlos Eduardo","Revista chilena de derecho y tecnología; 9(2); 73-104","Revista chilena de derecho y tecnología","Español","2020","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-25842020000200073&lang=es" 
"S1657-89532020000200011-col","Estado, administración y políticas públicas en América Latina: un esbozo sobre su desarrollo","Cardozo, Nelson Dionel","Civilizar Ciencias Sociales y Humanas; 20(39); 11-34","Civilizar Ciencias Sociales y Humanas","Español","2020","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-89532020000200011&lang=es" 
